,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
12,"Junaid Khan to Warner, 1 run, another attempted yorker outside off, Warner steers it down to third man",1,Full,outside_stumps,Late_Cut,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,118,1,Batting,DN
13,"Junaid Khan to Warner, no run, yorker outside off, Warner backs away and fails to get his bat down in time",0,Full,outside_stumps,Unknown,norun,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,117,1,Batting,DN
14,"Hafeez to Warner, 1 run, short and wide outside off, Warner cuts it to sweeper cover for a single",1,Short,outside_stumps,Sweep,run,right arm off break,Hafeez,88.5,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Cover,116,1,Batting,DN
15,"Hasan Ali to Warner, <b>SIX</b>, wow!! Warner just dismissed that from his presence. It's also the <b>highest partnership for any wicket for Australia</b>. Short delivery at the body, Warner pulls it over deep square leg fence for a huge six",6,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Hasan Ali,134.9,16488,,beaten,home,good,Pakistan,Adelaide Oval,SquareLeg,115,1,Batting,DN
16,"Hasan Ali to Warner, 1 run, drilled down to long-on",1,Unknown,Unknown,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,LongOn,114,1,Batting,DN
17,"Hasan Ali to Warner, <b>FOUR</b>, <b>250</b> of the partnership comes up with this whip just over the reach of leaping mid-wicket fielder. It was full on the pads and Warner gets good connection as the ball races away to the fence",4,Full,wicket_to_wicket,Pull_hook,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Midwicket,113,1,Batting,DN
18,"Junaid Khan to Warner, 1 run, Warner pushes it to the right of Junaid and gets a single, courtesy a misfield on the bowler's followthrough. <b>This is the highest ever opening partnership for Australia in ODIs</b>",1,Unknown,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,112,1,Batting,DN
19,"Junaid Khan to Warner, no run, Junaid gets away without being called a wide. This slower bumper was well over the head of Warner. He tries to reach out for it, but misses",0,Unknown,outside_stumps,No_shot,norun,left arm fast medium,Junaid Khan,132.7,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,111,1,Batting,DN
20,"Junaid Khan to Warner, 1 run, slower short delivery well outside off, Warner drags the pull to the on-side for a single",1,Short,outside_stumps,Pull_hook,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,110,1,Batting,DN
21,"Riaz to Warner, 1 run, this one tails it at <b>150.1ks</b>, right at the base of middle stump. Warner does well to get his bat down just in time and squirt it off the inner half of the blade down to fine leg",1,Full,wicket_to_wicket,Unknown,run,left arm fast medium,Riaz,138.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,FineLeg,109,1,Batting,DN
22,"Riaz to Warner, no run, good length delivery well outside off, Warner makes room and gets beaten on the slash",0,GoodLength,outside_stumps,No_shot,norun,left arm fast medium,Riaz,138.7,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,108,1,Batting,DN
23,"Riaz to Warner, 1 run, Warner taps it to the vacant mid-wicket region for a single",1,Unknown,Unknown,Pull_hook,run,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Midwicket,107,1,Batting,DN
24,"Hasan Ali to Warner, 1 run, yorker on the stumps, Warner makes room and dabs it behind point to get to his <b>fifth 150 plus score</b>. The crowd are up on their feet to applaud his effort. Warner raises his bat to his team mates and celebrates",1,Full,wicket_to_wicket,Defensive_shot,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Point,106,1,Batting,DN
25,"Hasan Ali to Warner, 2 runs, Warner tucks it to deep backward square leg and scmapers back for a brace",2,Unknown,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,SquareLeg,105,1,Batting,DN
26,"Hasan Ali to Warner, <b>FOUR</b>, make that 14 off 3 balls. Warner drives it away from his body and splits the gap between cover and mid-off to perfection for another boundary of the over",4,GoodLength,outside_stumps,Drive,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,104,1,Batting,DN
27,"Hasan Ali to Warner, <b>SIX</b>, Hasan drops it short, Warner takes him on with a hook. Takes his eyes off the ball as he makes contact. Still manages to get enough bat on ball to take it over the deep backward square leg fence for a maximum",6,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,SquareLeg,103,1,Batting,DN
28,"Hasan Ali to Warner, <b>FOUR</b>, excellent shot from Warner. It was full and cramping Warner for room. He gives himself some room and goes inside out over wide mid-off for a boundary",4,Full,Unknown,Drive,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,102,1,Batting,DN
29,"Riaz to Warner, 1 run, Riaz drags his length back, Warner punches it to deep extra cover for a run",1,GoodLength,outside_stumps,Unknown,run,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,101,1,Batting,DN
30,"Hasan Ali to Warner, no run, back of a length delivery outside off, Warner pats it to the off-side",0,Short,outside_stumps,Unknown,norun,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,100,1,Batting,DN
31,"Hasan Ali to Warner, 2 runs, oh god!! Finally Pakistan get a chance to break this partnership and <b>Amir shells it</b> at mid-on. This was hit right at the toe end of the blade as Warner looked to slog a full delivery outside off. The ball skies in front of Amir, who runs forward and settles under the ball. Takes his eyes off it for a second and he misses it",2,Full,outside_stumps,Sweep,run,right arm fast medium,Hasan Ali,134.9,16488,,beaten,home,good,Pakistan,Adelaide Oval,LongOn,99,1,Batting,DN
32,"Hasan Ali to Warner, 1 run, straying on the pads, Warner tucks it to backward square leg for a single",1,GoodLength,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,SquareLeg,98,1,Batting,DN
33,"Riaz to Warner, no run, and safely kept out to end what has been <b>a rare boundary-less over</b>. One of the kinder slaps to cover",0,Unknown,outside_stumps,Drive,norun,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,97,1,Batting,DN
34,"Riaz to Warner, 1 run, stays back looking to use the pace in steering it out in a gentle fashion. Cannot get anything but the inside edge rubbing onto the pad before rolling away in the vacant regions",1,GoodLength,wicket_to_wicket,Edge,run,left arm fast medium,Riaz,138.7,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,96,1,Batting,DN
35,"Hasan Ali to Warner, no run, slows it up. The roll of the fingers on the seam and Warner settles for a defence after being made to wairt",0,Unknown,Unknown,Defensive_shot,norun,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,95,1,Batting,DN
36,"Hasan Ali to Warner, 1 run, stays away from the line of the delivery and stabs it away to point",1,Unknown,Unknown,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Point,94,1,Batting,DN
37,"Hasan Ali to Warner, <b>FOUR</b>, phew. That's some crack of a pull. The echo comes all the way here through our screens. A generous sitting up short ball and Warner would carve you all day long. Culls it away with a short arm jab. And before the camera can track it, the ball rebounds back off the hoardings",4,Short,Unknown,Pull_hook,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,93,1,Batting,DN
38,"Hasan Ali to Warner, 2 runs, angling away off a back of a length. Warner gives himself more of the room and the slice gets it past point",2,Short,Unknown,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Point,92,1,Batting,DN
39,"Amir to Warner, no run, goes full. Keeps following a room generating Warner to cramp him big time. Dug out off the ricochet off the inside edge onto the pad",0,Full,wicket_to_wicket,Edge,norun,left arm fast medium,Amir,136.4,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,91,1,Batting,DN
40,"Amir to Warner, 1 run, just a bunt off the back foot. A mere drop but this onslaught has everyone right at the corner of the circle. Ths single just cannot be denied",1,Unknown,Unknown,Unknown,run,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,90,1,Batting,DN
41,"Amir to Warner, 1 run, goes full. At 143kph. A backing away drive to mid-off",1,Full,Unknown,Drive,run,left arm fast medium,Amir,143,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,89,1,Batting,DN
42,"Shoaib Malik to Warner, 1 run, drags the length back but just not the pace on it for Warner to unleash his pulls. Drags it off the inside half of his bat. But the singles forever seem on",1,Short,Unknown,Pull_hook,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,88,1,Batting,DN
43,"Shoaib Malik to Warner, 2 runs, a swishy across the line half-pull. Keeps long leg busy",2,Short,wicket_to_wicket,Pull_hook,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,FineLeg,87,1,Batting,DN
44,"Shoaib Malik to Warner, no run, back, across and moving in perpendiculars as he knocks it away to mid-wicket",0,Unknown,Unknown,Pull_hook,norun,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Midwicket,86,1,Batting,DN
45,"Shoaib Malik to Warner, <b>FOUR</b>, and now he stays conventional. Takes on the tossed up bait with a bury on a knee and slogs it with all his might over mid-on",4,Full,Unknown,Sweep,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOn,85,1,Batting,DN
46,"Shoaib Malik to Warner, <b>FOUR</b>, he reverses. And a delivery right on middle is dispatched with a right-handed sweep. The broom too is out now. This is murderous. What more can a poor bowler do?",4,Full,wicket_to_wicket,Sweep,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,84,1,Batting,DN
47,"Amir to Warner, no run, and he gets the yorker right this time. Just a squeeze out into the off-side",0,Full,Unknown,Unknown,norun,left arm fast medium,Amir,136.4,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,83,1,Batting,DN
48,"Shoaib Malik to Warner, <b>FOUR</b>, oh Warner! And his hawk eye. Walks across, he knows where the field is exactly placed as he sits on a knee and slog-sweeps it in the air into the fine leg fence",4,Full,wicket_to_wicket,Sweep,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,FineLeg,82,1,Batting,DN
49,"Shoaib Malik to Warner, 1 run, backs away, generates some room for himself and taps it away through the covers",1,Unknown,outside_stumps,Unknown,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,81,1,Batting,DN
50,"Junaid Khan to Warner, 1 run, <b>death bowling mode on.</b> A cross seamed yorker arrowing in on the base of leg. Squeezed out with the jabbing blade coming down in time",1,Full,wicket_to_wicket,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,80,1,Batting,DN
51,"Junaid Khan to Warner, 2 runs, a follow in on middle and leg, a soft handed drop with a roll of the wrists past the pitch",2,Unknown,wicket_to_wicket,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,79,1,Batting,DN
52,"Junaid Khan to Warner, no run, on the abdomen. Doesn't quite give him the room to work it around. Keeps him quiet with a block",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,78,1,Batting,DN
53,"Junaid Khan to Warner, 1 run, <b>a leap in the air with the helmet in one hand and the bat in the other</b>. It could mean only one thing. He gets to <b>century # 13</b> with a drop off the bounce ride past the pitch and a scamper across. A serious chance in to double it up",1,Unknown,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,77,1,Batting,DN
54,"Shoaib Malik to Warner, 1 run, does he get there? No it is just a couple. <b>Takes him on 99</b>. Courtesy a chop away and a backward point getting a palm on it to cut it off",1,GoodLength,outside_stumps,Cut,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Point,76,1,Batting,DN
55,"Shoaib Malik to Warner, 1 run, a gallop down the track now and fetches it from outside off to drag it through mid-wicket",1,Unknown,outside_stumps,Pull_hook,run,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Midwicket,75,1,Batting,DN
56,"Shoaib Malik to Warner, no run, and that's the third dot in a row. A serious rarity. Blunted back to the bowler",0,Unknown,Unknown,Unknown,norun,right arm off break,Shoaib Malik,89.1,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,74,1,Batting,DN
57,"Shoaib Malik to Warner, no run, more of the gentle guile outside off, just a push out follows",0,Unknown,outside_stumps,Defensive_shot,norun,right arm off break,Shoaib Malik,89.1,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,73,1,Batting,DN
58,"Shoaib Malik to Warner, no run, very slow. Very loopy and takes an eternity coming down. Makes Warner wait as he cramps it out",0,Unknown,Unknown,Unknown,norun,right arm off break,Shoaib Malik,89.1,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,72,1,Batting,DN
59,"Junaid Khan to Warner, 1 run, quietly hustling his way through the nineties. Gets to the safer end with a roll of the wrists to whip it round the corner",1,Unknown,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,71,1,Batting,DN
60,"Junaid Khan to Warner, no run, full toss. Very low just not giving Warner the time to get under it. A meek clip to short mid-wicket",0,FullToss,Unknown,Pull_hook,norun,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Midwicket,70,1,Batting,DN
61,"Junaid Khan to Warner, no run, forward with a plonk and a <b>rare defence</b>",0,Unknown,Unknown,Defensive_shot,norun,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,69,1,Batting,DN
62,"Junaid Khan to Warner, 1 run, quickly inside the line with his shuffle and taps it away with a nurdle",1,Unknown,Unknown,Unknown,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,68,1,Batting,DN
63,"Junaid Khan to Warner, 1 run, another flick finding the fielder in the ring to perfection. But such has been the assault today that each of the men are perched right at the circle. And the single forever seems on",1,GoodLength,wicket_to_wicket,Flick,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,67,1,Batting,DN
64,"Junaid Khan to Warner, 1 run, keeps digging it on the shorter side does Junaid. And Warner keeps creaming it away with his slaps",1,Short,wicket_to_wicket,Defensive_shot,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,66,1,Batting,DN
65,"Junaid Khan to Warner, no run, jabbed away to point using the width to help it away",0,Unknown,Unknown,Unknown,norun,left arm fast medium,Junaid Khan,132.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Point,65,1,Batting,DN
66,"Junaid Khan to Warner, <b>FOUR</b>, take that. Keeps rubbing it in. Uses all of Junaid's pace to rock back and cut it away through point. A square cut executed to perfection",4,GoodLength,outside_stumps,Cut,run,left arm fast medium,Junaid Khan,132.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Point,64,1,Batting,DN
67,"Hasan Ali to Warner, 5 runs, <b>oh dear. </b>It is all falling apart here. Free runs if the ones he has been scoring all this while wasn't enough. Warner stabs it to point, where Umar Akmal fields and has a shy at the non-striker's end. The bowler misses the throw and the one backing up does it too. <b>Five overthrows</b>",,Unknown,outside_stumps,No_shot,norun,right arm fast medium,Hasan Ali,134.9,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Point,63,1,Batting,DN
68,"Hasan Ali to Warner, <b>FOUR</b>, and the one-legged pull is out. He is delighting us with his array of strokes. The short ball sitting up nicely and the Natraj pull is out to pull it away. This time with a lovely roll of the wrists to guide it in the gap near fine leg",4,Short,wicket_to_wicket,Pull_hook,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,FineLeg,62,1,Batting,DN
69,"Hasan Ali to Warner, 1 run, 130.6kph, off a back of a length on the sticks, a backed away open batted steer through the covers",1,Short,outside_stumps,Unknown,run,right arm fast medium,Hasan Ali,130.6,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Cover,61,1,Batting,DN
70,"Riaz to Warner, 1 run, a generous stroll across and tucked away to deep square leg",1,Unknown,wicket_to_wicket,Unknown,run,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,SquareLeg,60,1,Batting,DN
71,"Riaz to Warner, 1 run, fullish outside off, driven away with a stab",1,Full,outside_stumps,Drive,run,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,59,1,Batting,DN
72,"Hafeez to Warner, <b>SIX</b>, he takes off. <b>92 meters</b>. Jumps across, gives himself the room to free his arms and responds with a lofted drive. <b>Inside-out</b> and nailed to perfection",6,GoodLength,Unknown,Drive,run,right arm off break,Hafeez,88.5,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,58,1,Batting,DN
73,"Hafeez to Warner, no run, and squared up now. Looks to tuck it away off a closed bat face once again expecting the ball to go straight on. Just that this time it spins and <b>takes the leading edge </b>",0,GoodLength,outside_stumps,Edge,norun,right arm off break,Hafeez,88.5,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,57,1,Batting,DN
74,"Hafeez to Warner, no run, keeps angling in. With the arm and without the spin. Too quick for the glance to get the connection. A pad-bumper",0,GoodLength,wicket_to_wicket,Glance,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,56,1,Batting,DN
75,"Hafeez to Warner, no run, very tight and quick on the sticks, pushed back",0,Unknown,Unknown,Defensive_shot,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,55,1,Batting,DN
76,"Hafeez to Warner, <b>SIX</b>, and brings up the <b>100-run stand</b>. With the side's century being tanked up as well. Sits on a knee, and premeditates the slog over cow corner. And he nails it to perfection",6,Unknown,Unknown,Sweep,run,right arm off break,Hafeez,88.5,16488,,Unknown,home,good,Pakistan,Adelaide Oval,Unknown,54,1,Batting,DN
77,"Riaz to Warner, no run, <b>oh Umar Akmal</b>. What a stunner of a stop. Kills a certain boundary with his dive at backward square to cut off a fierce cut",0,Unknown,outside_stumps,Unknown,norun,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,53,1,Batting,DN
78,"Riaz to Warner, no run, backs away, takes the in-stalker with a push away to cover",0,Unknown,outside_stumps,Drive,norun,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,52,1,Batting,DN
79,"Riaz to Warner, no run, banged in short. Cramped for room as he looks to pull it away, meekly off the inside half of the bat",0,Short,outside_stumps,Pull_hook,norun,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,51,1,Batting,DN
80,"Riaz to Warner, <b>FOUR</b>, too full. And the bat comes down quicker than the pace on the delivery. Frees his arms and with his mighty blade ensures that it whistles away through the vacant off-side gaps in front of square",4,Full,outside_stumps,Unknown,run,left arm fast medium,Riaz,138.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,50,1,Batting,DN
81,"Hafeez to Warner, no run, pulled away, with all his might and an opened up rock back. Nicely cut off at short mid-wicket with a dive. <b>Azhar the man </b>",0,Short,Unknown,Pull_hook,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Midwicket,49,1,Batting,DN
82,"Hafeez to Warner, no run, keeps coming in with the arm. Just doesn't go away. Back to the bowler",0,Unknown,Unknown,Unknown,norun,right arm off break,Hafeez,88.5,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,48,1,Batting,DN
83,"Hafeez to Warner, no run, has to settle for a defensive push with the ball refusing to leave its tight lines and give the desired room",0,Unknown,Unknown,Defensive_shot,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,47,1,Batting,DN
84,"Riaz to Warner, no run, and ends a top over with a <b>peach</b>. Pitching on the shorter side and enticing Warner forward to poke at it as he attempts to guide it away. Whizzing past the angled blade edge",0,Short,Unknown,Edge,norun,left arm fast medium,Riaz,138.7,16488,,beaten,home,bad,Pakistan,Adelaide Oval,Unknown,46,1,Batting,DN
85,"Riaz to Warner, 1 run, gets himself inside the line and straight bats it down the ground",1,GoodLength,Unknown,Unknown,run,left arm fast medium,Riaz,138.7,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,45,1,Batting,DN
86,"Hafeez to Warner, 1 run, slapped away off an angled blade",1,Unknown,Unknown,Unknown,run,right arm off break,Hafeez,88.5,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,44,1,Batting,DN
87,"Hafeez to Warner, 1 run, helped away with the roll of the wrists to drill it to long-on",1,Unknown,Unknown,Unknown,run,right arm off break,Hafeez,88.5,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,LongOn,43,1,Batting,DN
88,"Hafeez to Warner, no run, waits patiently for the tight lined delivery to get to him and pushes it back meekly to the bowler",0,Unknown,Unknown,Defensive_shot,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,42,1,Batting,DN
89,"Riaz to Warner, 1 run, a room generator. And a ramp down to third man",1,Unknown,Unknown,Late_Cut,run,left arm fast medium,Riaz,138.7,16488,,Unknown,home,good,Pakistan,Adelaide Oval,ThirdMan,41,1,Batting,DN
90,"Riaz to Warner, no run, <b>right in the blockhole. </b>It cannot get any better. Has Warner down on his haunches as he doesn't get his bat down in time. Off the pad",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Riaz,138.7,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,40,1,Batting,DN
91,"Hafeez to Warner, no run, kicking up from the good length spot. Tucking him up and makes him settle for a bunt down",0,GoodLength,Unknown,Unknown,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,39,1,Batting,DN
92,"Hafeez to Warner, no run, ripping away off a shortish length. A backing away cut, extra cover is in the way",0,Short,outside_stumps,Unknown,norun,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Cover,38,1,Batting,DN
93,"Hafeez to Warner, 1 run, backs away, manufactures room for himself and knocks it back to long-off",1,Unknown,Unknown,Unknown,run,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,LongOff,37,1,Batting,DN
94,"Hasan Ali to Warner, <b>FOUR</b>, and he is back to his lofty stuff. And keeps his standards equally lofty. Fetches the overcooked delivery and gets right under it to present the full bat face as he drives in the air right through the line",4,Full,Unknown,Drive,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,Unknown,36,1,Batting,DN
95,"Hasan Ali to Warner, 1 run, and he slips one onto the pads. Not a bad ploy to keep this guy off strike. A neat clip follows",1,GoodLength,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,ThirdMan,35,1,Batting,DN
96,"Hasan Ali to Warner, no run, tries to cut once again. Has to settle for steering it to point, thanks to the cramping room",0,Unknown,Unknown,Unknown,norun,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Point,34,1,Batting,DN
97,"Hafeez to Warner, <b>FOUR</b>, from the playbook of how to destroy a perfectly good over. Short and he glides onto his back foot as he cuts it ferociously through the off-side. <b>Yet another half-century into his kitty</b>. We've lost count",4,Short,Unknown,Unknown,run,right arm off break,Hafeez,88.5,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,33,1,Batting,DN
98,"Hasan Ali to Warner, 2 runs, a quick hustle getting himself across the stumps and follows it up with a tuck behind square for a brace",2,Unknown,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,32,1,Batting,DN
99,"Hasan Ali to Warner, <b>FOUR</b>, and it only gets more violent. The bloodbath follows with a chip now. Right to the pitch of the delivery and loft-drives it over mid-off. Back into the fence",4,GoodLength,Unknown,Drive,run,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,good,Pakistan,Adelaide Oval,LongOff,31,1,Batting,DN
100,"Hasan Ali to Warner, <b>FOUR</b>, take that! Pounces on a half volley outside off with a stern slap after getting that front leg of his across. You really cannot be expected to stop these",4,Unknown,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Unknown,30,1,Batting,DN
101,"Hasan Ali to Warner, 1 run, slapped away past cover-point",1,Unknown,outside_stumps,Unknown,run,right arm fast medium,Hasan Ali,134.9,16488,,Unknown,home,bad,Pakistan,Adelaide Oval,Cover,29,1,Batting,DN
102,"Hasan Ali to Warner, no run, back of a length to start off with. Keeps taking it across and Warner in one of his compulsive pulls doesn't quite anticipate the lack of pace and bounce on this one. The inside tickle is stopped well by Rizwan with a dive",0,Short,Unknown,Pull_hook,norun,right arm fast medium,Hasan Ali,134.9,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,28,1,Batting,DN
103,"Amir to Warner, 1 run, right in the blockhole but he still ends up conceding a run for his efforts. Just about dug out with the bat coming down in time and once again the placement goes into the vacant regions around the bat for them to scamper across",1,Full,wicket_to_wicket,Defensive_shot,run,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,27,1,Batting,DN
104,"Amir to Warner, no run, a quick trigger away and responds with a push back",0,Unknown,Unknown,Defensive_shot,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,Unknown,26,1,Batting,DN
105,"Amir to Warner, no run, <b>Amir seems keen</b>. Thanks to all the stump mics we have these days, he is overheard telling Azhar that he thinks it is off the bat onto the shoulder. In fact nobody behind seemed quite keen on wasting their energy on the appeal. But he convinces his skipper to take the matters for the technology to decide. A bumped in short one from Amir and Warner responds with a compulsive pull. Nothing, <b>just off the shoulder</b> to Sharjeel at slip. <b>Courtesy - the hot spot</b>",0,Short,Unknown,Pull_hook,norun,left arm fast medium,Amir,136.4,16488,,not_beaten,home,bad,Pakistan,Adelaide Oval,ThirdMan,25,1,Batting,DN
